,intent,input,source,destination,output
652,atis_flight, give me flights from atlanta to baltimore,atlanta,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
653,atis_flight, list the flights from baltimore to seattle that stop in minneapolis,baltimore,minneapolis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
654,atis_flight, i need a flight from pittsburgh to newyork departing after 5 pm,pittsburgh,newyork,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
655,atis_flight, show me all flights from phoenix to milwaukee on american airlines on wednesday,phoenix,milwaukee,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
656,atis_flight, show me all flights from sanfrancisco to denver,sanfrancisco,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
657,atis_airline, what airlines fly from boston to denver,boston,denver,
658,atis_flight, i'm looking for a flight that goes from ontario to westchester and stops in chicago,ontario,chicago,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
659,atis_airfare, what is the cheapest one way ticket from denver to pittsburgh,denver,pittsburgh,
660,atis_airline, what kind of airline is flight ua 281 from boston to denver,boston,denver,
661,atis_airfare, please list fares for all the flights from atlanta to philadelphia on august the first,atlanta,philadelphia,
662,atis_flight, show me the flights that go from sandiego to newark new jersey by way of houston,sandiego,newark,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
663,atis_flight, what flights are there from dallas to pittsburgh on monday morning,dallas,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
664,atis_aircraft, what kind of aircraft is used on the first class american airlines flight from philadelphia to sanfrancisco stopping in dallas,philadelphia,dallas,
665,atis_flight, i need flight information on saturday for a flight from philadelphia to dallas,philadelphia,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
666,atis_flight, what night flight do you have from sanfrancisco to denver on united on the evening of august twenty seventh,sanfrancisco,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
667,atis_flight, what are the flights from philadelphia to dallas on october first 1991,philadelphia,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
668,atis_flight, list all tuesday night flights from boston to denver,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
669,atis_flight, i want a flight from denver to pittsburgh then from pittsburgh to atlanta then from atlanta back to pittsburgh back to denver,denver,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
670,atis_flight, give me a flight from newark to tampa on friday,newark,tampa,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
671,atis_flight, what are the flights from pittsburgh to baltimore,pittsburgh,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
672,atis_flight, list the american airlines flights from dallas to sanfrancisco,dallas,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
673,atis_flight, what afternoon flights are available from pittsburgh to atlanta on a weekday,pittsburgh,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
674,atis_flight, i'd like a flight on united airlines from dallas to sanfrancisco that leaves after 815 am,dallas,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
675,atis_airfare, what is the fare on american airlines flight 928 from dallas fort worth to boston,dallas,boston,
676,atis_flight, flights from indianapolis to seattle washington,indianapolis,seattle,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
677,atis_flight, i'd like to find a flight from tampa to montreal that makes a stop in newyork,tampa,newyork,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
678,atis_flight, show me flights from philadelphia to baltimore,philadelphia,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
679,atis_airfare, round trip air fares from pittsburgh to philadelphia less than 1000 dollars,pittsburgh,philadelphia,
680,atis_flight, show me the flights from boston to sanfrancisco leaving after 4 pm on friday,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
681,atis_flight, what is the cheapest round trip flight from denver to atlanta,denver,atlanta,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
682,atis_flight, can you show me flights that are economy class from baltimore to dallas,baltimore,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
683,atis_flight, what is the earliest flight from boston to sanfrancisco that serves a meal,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
684,atis_flight, earliest flight from atlanta to philadelphia,atlanta,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
685,atis_flight, what flights from indianapolis to memphis,indianapolis,memphis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
686,atis_flight, show me the nonstop flights from nashville to stlouis,nashville,stlouis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
687,atis_flight, show flights from atlanta to baltimore,atlanta,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
688,atis_flight, are there any nonstop flights from sanfrancisco to boston on thursdays,sanfrancisco,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
689,atis_flight, all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday,pittsburgh,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
690,atis_airfare, show me the one way fares from sandiego to miami nonstop,sandiego,miami,
691,atis_flight, show me the flights from atlanta to boston,atlanta,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
692,atis_flight, what are the delta flights from dallas to boston,dallas,boston,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
693,atis_flight_time, what is the departure time of the latest flight of united airlines from denver to boston,denver,boston,
694,atis_flight, on thursday i'd like a flight from stpetersburg to miami,stpetersburg,miami,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
695,atis_flight, from denver to baltimore,denver,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
696,atis_flight, what flights go from boston to denver before 10 am,boston,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
697,atis_flight, flights from charlotte to baltimore,charlotte,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
698,atis_flight, please list all flights from dallas to philadelphia on monday,dallas,philadelphia,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
699,atis_flight, list all united flights from boston to sanfrancisco,boston,sanfrancisco,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
700,atis_flight, are there any flights from boston to sanfrancisco with a stopover in dallas,boston,dallas,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
701,atis_flight, i need a flight from sanfrancisco to pittsburgh from pittsburgh to newyork and then newyork to sanfrancisco,sanfrancisco,pittsburgh,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
702,atis_flight, what flights from atlanta to stlouis on tuesday arriving around 230 pm,atlanta,stlouis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
703,atis_flight, show me all flights from montreal,montreal,nodest,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
704,atis_flight, is there a flight departing from sanfrancisco and arriving in oakland on november seventh in the evening,sanfrancisco,oakland,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
705,atis_flight, show me the flights from denver to westchester county,denver,westchester,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
706,atis_flight, can you tell me the latest evening flight from atlanta to denver on july seventh,atlanta,denver,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
707,atis_flight, show me all flights from denver or philadelphia or pittsburgh to baltimore,denver,baltimore,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
708,atis_aircraft, what kind of aircraft does delta fly before 8 am on august second from boston to denver,boston,denver,
709,atis_airfare, what is the cheapest one way fare from atlanta to boston,atlanta,boston,
710,atis_flight, okay i'm looking for a flight from tampa to stlouis leaving before 10 am any day,tampa,stlouis,"Below are the flights from <source> and <destination> : airindia at 10Am, BA at 12pm"
